0,1,USER_MENTION yeah EMO_POS playing well
1,0,at least i dont have a guy trying to discourage me anymore in what i want to do he will never become anything worth contributing to society
2,1,uplift if youre still discouraged it means youre listening to the wrong voices looking to the wrong source look to the lord
3,0,at your age the heyday in the blood is tame USER_MENTION shakespeareaninsults hamlet elizabethan williamshakespeare
4,0,i was so embarrassed when she saw us i was like knvfkkjg she thinks were stalkers n then she starts waving all cheerfully inviting us in
5,0,really planned on making videos this week then a tv died phone broke truck died depression took over im wondering what i did karma
6,0,i hate having ideas but being too afraid to share them
7,1,at the regular cheerfulness of any emotion her own supper and to give the ladies were soon as they have been entirely at
8,1,a pessimist sees the difficulty in every opportunity an optimist sees the opportunity in every difficulty sir winston churchill
9,0,just because im hurting mean im hurt mean i didnt get i deserved better and no worse lost USER_MENTION
10,0,USER_MENTION USER_MENTION i cancelled by cbs all access live feeds before jc even said vic won afp paul.should have won imo bitter
11,1,for what a beautiful day
12,1,we have been a better second half team this season so theres that
13,0,back to forest drama my forest music series nature dark art photography finland
14,0,USER_MENTION much sadness and heartbreak
15,1,i have learned over the years that when ones mind is made up this diminishes fear parks quotes motivation
16,1,walk right through them see way past them and dont even hesitate running them over
17,1,USER_MENTION it looks cool and animated well for pixel art
18,1,over of social sharing is dark over of web traffic comes from darksocial USER_MENTION liftsocial
19,1,communitysleepcoach look at these narcoleptic puppies make you smile if you are human find yourself in such odd positions seek
20,1,now that i have my future planned out i feel so much happier goals life igotthis yay
21,1,hate going to the doctor on so many levels but least i can go sleep with a smile just watched dwight on live nation
22,1,happy birthday lost lost dharmainitiative oceanic815
23,0,people too weak to follow their own dreams will always find a way to discourage yours
24,0,USER_MENTION sadly beautiful photo
25,0,USER_MENTION peanut butter you some kinda pervert
26,0,my baskets are better when im in a bad mood someone irritate me before practice please
27,1,remember the life you have is a blessing for god make it a joyful experience regardless of the odds gby
28,0,USER_MENTION fucked my coupon that goal
29,0,its always depressing to sort wordpress plugin recommendations not by best but by least offensive in terms of premium features
30,1,USER_MENTION USER_MENTION and gleeful because so inspired so convinced winning and at last have their strongman
31,1,catering channels at the height technics hearty enjoyment symptomatize vrlfeyrn
32,1,USER_MENTION the best revenge is to get yourself a good woman and move on leave her and her hairline to figure themselves out alone
33,0,USER_MENTION the forth character no not gleeful enough
34,1,my view of the human being is as a dynamic expression of the cosmos we exist within humanism awe
35,1,USER_MENTION yesyesyes like jd is the closest cahracter that is similar to blaine the optimism and ability to crack tough characters
36,1,USER_MENTION USER_MENTION yeah they figured that ornaments are way more wanted than spektar and desolate gear well they thought right
