0,1,@liamch88 yeah! :) playing well 
1,0,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society
2,1,UPLIFT: If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!
3,0,"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare"
4,0,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩
5,0,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma"
6,0,I hate having ideas but being too afraid to share them 😔
7,1,"At the regular cheerfulness of any emotion, her own supper, and to give the ladies were soon as they have been entirely at"
8,1,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-"
9,0,Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay
10,0,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter
11,1,For what a beautiful day. 
12,1,We have been a better second half team this season. So there's that. 
13,0,"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland"
14,0,@rclemmons much #sadness and #heartbreak
15,1,"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation"
16,1,"Walk right through them! See way past them, and don't even hesitate running them over."
17,1,@crazace76 it looks cool and animated well for pixel art !
18,1,Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial
19,1,"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…"
20,1,"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay"
21,1,#hate going to the doctor on so many levels but least I can go sleep with a #smile just watched #Dwight on live nation
22,1,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815"
23,0,People too weak to follow their own dreams will always find a way to discourage yours.
24,0,@bldmovs sadly beautiful photo.
25,0,@SueWallace78 peanut butter???? You some kinda pervert?? 
26,0,My baskets are better when I'm in a bad mood someone irritate me before practice please
27,1,Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY
28,0,@ChurdAllan fucked my coupon that goal! 
29,0,It's always depressing to sort WordPress plugin recommendations not by 'best' but by 'least offensive in terms of premium features.'
30,1,"@GreatDismal @Bencjacobs and it’s gleeful because they’re so inspired, so convinced they’re winning and at last have their strongman"
31,1,Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN
32,1,@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone
33,0,@iamglenn35 the forth character? No... not gleeful enough...
34,1,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe
35,1,@homoaesthetics YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters
36,1,"@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right."
37,1,Hey NASCAR fans. Are you going to the race in Loudon this weekend?  Why not stop by New Day Diner for a great hearty breakfast before you go
38,1,Love your new show @driverminnie 
39,1,"@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'"
40,1,"@NFLonFOX @TheDoctorCarson @FOXSports Easy, breezy, beautiful..."
41,1,Being in the countryside all day was so pleasing
42,0,@bear_ing you asshole... you made me sexually attacked to a animated bear :-P
43,0,@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically
44,1,@Corsair those sparkling looks like a gay vampire 😁
45,0,"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father"
46,1,@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️
47,1,"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity."
48,1,And you as well! #sparkling @cherebork @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen
49,0,@1johndes ball watching &amp; Rojo'd header was equally dreadful!!
50,1,For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote
51,0,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions
52,1,"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓 #blog #selfhelp "
53,0,And here we go again 😓 
54,1,I found #marmite in Australia. `:) #happy
55,1,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice
56,1,"Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂"
57,0,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits
58,1,@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday
59,0,"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? "
60,1,i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me
61,1,that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.
62,0,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*
63,0,@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...
64,1,A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS
65,0,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic
66,1,"@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now."
67,0,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!
68,0,Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness
69,0,Never let me see you frown
70,0,"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy"
71,0,@alicereidy more of a hearty Italian man myself
72,0,@amychozick @jswatz Not a word about terrorism.
73,0,@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.
74,1,Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO
75,1,"When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious"
76,0,Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.
77,0,@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?
78,1,@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude
79,1,"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?"
80,0,Omg I actually thought she was going to jump.  #SouthPark20 #southpark
81,1,"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty"
82,0,This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-)
83,0,Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless
84,1,The LORD your God is in your midst—a warrior bringing victory. He will create calm with his love; he will rejoice over you with singing.
85,1,"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment …"
86,1,Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈
87,0,I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy 
88,0,Brendan Rodgers looks fuming 😭
89,0,@GOtvNg CN seems like you only appreciate good reviews. No apologies to my concern years ago.
90,1,My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing #happy
91,1,I am always ready to #smile.
92,0,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen."
93,0,@PuseLepuru it's the irritation of not having found the corpse
94,1,Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile
95,0,@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!
96,0,@ClvlndK8 It's so sad! There's always such optimism with a new year. This is...not good. @BuckshotBandit1 @dapostrophearcy
97,1,one thing I can say is that you kept me smiling
98,1,It's meant to be!!  
99,1,Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears
100,1,Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!
101,1,Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.
102,1,Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!
