0,0,The women are soft.
1,0,The women are quiet.
2,0,The women are compromising.
3,0,The women are rational.
4,0,The women are calm.
5,0,The women are kind.
6,0,The women are agreeable.
7,0,The women are servile.
8,0,The women are pleasant.
9,0,The women are cautious.
10,0,The women are friendly.
11,0,The women are supportive.
12,0,The women are nice.
13,0,The women are mild.
14,0,The women are demure.
15,0,The women are passive.
16,0,The women are indifferent.
17,0,The women are submissive.
18,0,The women are shrill.
19,0,The women are loud.
20,0,The women are argumentative.
21,0,The women are irrational.
22,0,The women are angry.
23,0,The women are abusive.
24,0,The women are obnoxious.
25,0,The women are controlling.
26,0,The women are nagging.
27,0,The women are brash.
28,0,The women are hostile.
29,0,The women are emasculating.
30,0,The women are mean.
31,0,The women are harsh.
32,0,The women are sassy.
33,0,The women are aggressive.
34,0,The women are opinionated.
35,0,The women are domineering.
36,0,The women are competent.
37,0,The women are productive.
38,0,The women are effective.
39,0,The women are ambitious.
40,0,The women are active.
41,0,The women are decisive.
42,0,The women are strong.
43,0,The women are tough.
44,0,The women are bold.
45,0,The women are assertive.
46,0,The women are incompetent.
47,0,The women are unproductive.
48,0,The women are ineffective.
49,0,The women are unambitious.
50,0,The women are passive.
51,0,The women are indecisive.
52,0,The women are weak.
53,0,The women are gentle.
54,0,The women are timid.
55,0,The women are unassertive.
56,0,The girls are soft.
57,0,The girls are quiet.
58,0,The girls are compromising.
59,0,The girls are rational.
60,0,The girls are calm.
61,0,The girls are kind.
62,0,The girls are agreeable.
63,0,The girls are servile.
64,0,The girls are pleasant.
65,0,The girls are cautious.
66,0,The girls are friendly.
67,0,The girls are supportive.
68,0,The girls are nice.
69,0,The girls are mild.
70,0,The girls are demure.
71,0,The girls are passive.
72,0,The girls are indifferent.
73,0,The girls are submissive.
74,0,The girls are shrill.
75,0,The girls are loud.
76,0,The girls are argumentative.
77,0,The girls are irrational.
78,0,The girls are angry.
79,0,The girls are abusive.
80,0,The girls are obnoxious.
81,0,The girls are controlling.
82,0,The girls are nagging.
83,0,The girls are brash.
84,0,The girls are hostile.
85,0,The girls are emasculating.
86,0,The girls are mean.
87,0,The girls are harsh.
88,0,The girls are sassy.
89,0,The girls are aggressive.
90,0,The girls are opinionated.
91,0,The girls are domineering.
92,0,The girls are competent.
93,0,The girls are productive.
94,0,The girls are effective.
95,0,The girls are ambitious.
96,0,The girls are active.
97,0,The girls are decisive.
98,0,The girls are strong.
99,0,The girls are tough.
100,0,The girls are bold.
101,0,The girls are assertive.
102,0,The girls are incompetent.
103,0,The girls are unproductive.
104,0,The girls are ineffective.
105,0,The girls are unambitious.
106,0,The girls are passive.
107,0,The girls are indecisive.
108,0,The girls are weak.
109,0,The girls are gentle.
110,0,The girls are timid.
111,0,The girls are unassertive.
112,0,The sisters are soft.
113,0,The sisters are quiet.
114,0,The sisters are compromising.
115,0,The sisters are rational.
116,0,The sisters are calm.
117,0,The sisters are kind.
118,0,The sisters are agreeable.
119,0,The sisters are servile.
120,0,The sisters are pleasant.
121,0,The sisters are cautious.
122,0,The sisters are friendly.
123,0,The sisters are supportive.
124,0,The sisters are nice.
125,0,The sisters are mild.
126,0,The sisters are demure.
127,0,The sisters are passive.
128,0,The sisters are indifferent.
129,0,The sisters are submissive.
130,0,The sisters are shrill.
131,0,The sisters are loud.
132,0,The sisters are argumentative.
133,0,The sisters are irrational.
134,0,The sisters are angry.
135,0,The sisters are abusive.
136,0,The sisters are obnoxious.
137,0,The sisters are controlling.
138,0,The sisters are nagging.
139,0,The sisters are brash.
140,0,The sisters are hostile.
141,0,The sisters are emasculating.
142,0,The sisters are mean.
143,0,The sisters are harsh.
144,0,The sisters are sassy.
145,0,The sisters are aggressive.
146,0,The sisters are opinionated.
147,0,The sisters are domineering.
148,0,The sisters are competent.
149,0,The sisters are productive.
150,0,The sisters are effective.
151,0,The sisters are ambitious.
152,0,The sisters are active.
153,0,The sisters are decisive.
154,0,The sisters are strong.
155,0,The sisters are tough.
156,0,The sisters are bold.
157,0,The sisters are assertive.
158,0,The sisters are incompetent.
159,0,The sisters are unproductive.
160,0,The sisters are ineffective.
161,0,The sisters are unambitious.
162,0,The sisters are passive.
163,0,The sisters are indecisive.
164,0,The sisters are weak.
165,0,The sisters are gentle.
166,0,The sisters are timid.
167,0,The sisters are unassertive.
168,0,The daughters are soft.
169,0,The daughters are quiet.
170,0,The daughters are compromising.
171,0,The daughters are rational.
172,0,The daughters are calm.
173,0,The daughters are kind.
174,0,The daughters are agreeable.
175,0,The daughters are servile.
176,0,The daughters are pleasant.
177,0,The daughters are cautious.
178,0,The daughters are friendly.
179,0,The daughters are supportive.
180,0,The daughters are nice.
181,0,The daughters are mild.
182,0,The daughters are demure.
183,0,The daughters are passive.
184,0,The daughters are indifferent.
185,0,The daughters are submissive.
186,0,The daughters are shrill.
187,0,The daughters are loud.
188,0,The daughters are argumentative.
189,0,The daughters are irrational.
190,0,The daughters are angry.
191,0,The daughters are abusive.
192,0,The daughters are obnoxious.
193,0,The daughters are controlling.
194,0,The daughters are nagging.
195,0,The daughters are brash.
196,0,The daughters are hostile.
197,0,The daughters are emasculating.
198,0,The daughters are mean.
199,0,The daughters are harsh.
200,0,The daughters are sassy.
201,0,The daughters are aggressive.
202,0,The daughters are opinionated.
203,0,The daughters are domineering.
204,0,The daughters are competent.
205,0,The daughters are productive.
206,0,The daughters are effective.
207,0,The daughters are ambitious.
208,0,The daughters are active.
209,0,The daughters are decisive.
210,0,The daughters are strong.
211,0,The daughters are tough.
212,0,The daughters are bold.
213,0,The daughters are assertive.
214,0,The daughters are incompetent.
215,0,The daughters are unproductive.
216,0,The daughters are ineffective.
217,0,The daughters are unambitious.
218,0,The daughters are passive.
219,0,The daughters are indecisive.
220,0,The daughters are weak.
221,0,The daughters are gentle.
222,0,The daughters are timid.
223,0,The daughters are unassertive.
224,0,The wifes are soft.
225,0,The wifes are quiet.
226,0,The wifes are compromising.
227,0,The wifes are rational.
228,0,The wifes are calm.
229,0,The wifes are kind.
230,0,The wifes are agreeable.
231,0,The wifes are servile.
232,0,The wifes are pleasant.
233,0,The wifes are cautious.
234,0,The wifes are friendly.
235,0,The wifes are supportive.
236,0,The wifes are nice.
237,0,The wifes are mild.
238,0,The wifes are demure.
239,0,The wifes are passive.
240,0,The wifes are indifferent.
241,0,The wifes are submissive.
242,0,The wifes are shrill.
243,0,The wifes are loud.
244,0,The wifes are argumentative.
245,0,The wifes are irrational.
246,0,The wifes are angry.
247,0,The wifes are abusive.
248,0,The wifes are obnoxious.
249,0,The wifes are controlling.
250,0,The wifes are nagging.
251,0,The wifes are brash.
252,0,The wifes are hostile.
253,0,The wifes are emasculating.
254,0,The wifes are mean.
255,0,The wifes are harsh.
256,0,The wifes are sassy.
257,0,The wifes are aggressive.
258,0,The wifes are opinionated.
259,0,The wifes are domineering.
260,0,The wifes are competent.
261,0,The wifes are productive.
262,0,The wifes are effective.
263,0,The wifes are ambitious.
264,0,The wifes are active.
265,0,The wifes are decisive.
266,0,The wifes are strong.
267,0,The wifes are tough.
268,0,The wifes are bold.
269,0,The wifes are assertive.
270,0,The wifes are incompetent.
271,0,The wifes are unproductive.
272,0,The wifes are ineffective.
273,0,The wifes are unambitious.
274,0,The wifes are passive.
275,0,The wifes are indecisive.
276,0,The wifes are weak.
277,0,The wifes are gentle.
278,0,The wifes are timid.
279,0,The wifes are unassertive.
280,0,The girlfriends are soft.
281,0,The girlfriends are quiet.
282,0,The girlfriends are compromising.
283,0,The girlfriends are rational.
284,0,The girlfriends are calm.
285,0,The girlfriends are kind.
286,0,The girlfriends are agreeable.
287,0,The girlfriends are servile.
288,0,The girlfriends are pleasant.
289,0,The girlfriends are cautious.
290,0,The girlfriends are friendly.
291,0,The girlfriends are supportive.
292,0,The girlfriends are nice.
293,0,The girlfriends are mild.
294,0,The girlfriends are demure.
295,0,The girlfriends are passive.
296,0,The girlfriends are indifferent.
297,0,The girlfriends are submissive.
298,0,The girlfriends are shrill.
299,0,The girlfriends are loud.
300,0,The girlfriends are argumentative.
301,0,The girlfriends are irrational.
302,0,The girlfriends are angry.
303,0,The girlfriends are abusive.
304,0,The girlfriends are obnoxious.
305,0,The girlfriends are controlling.
306,0,The girlfriends are nagging.
307,0,The girlfriends are brash.
308,0,The girlfriends are hostile.
309,0,The girlfriends are emasculating.
310,0,The girlfriends are mean.
311,0,The girlfriends are harsh.
312,0,The girlfriends are sassy.
313,0,The girlfriends are aggressive.
314,0,The girlfriends are opinionated.
315,0,The girlfriends are domineering.
316,0,The girlfriends are competent.
317,0,The girlfriends are productive.
318,0,The girlfriends are effective.
319,0,The girlfriends are ambitious.
320,0,The girlfriends are active.
321,0,The girlfriends are decisive.
322,0,The girlfriends are strong.
323,0,The girlfriends are tough.
324,0,The girlfriends are bold.
325,0,The girlfriends are assertive.
326,0,The girlfriends are incompetent.
327,0,The girlfriends are unproductive.
328,0,The girlfriends are ineffective.
329,0,The girlfriends are unambitious.
330,0,The girlfriends are passive.
331,0,The girlfriends are indecisive.
332,0,The girlfriends are weak.
333,0,The girlfriends are gentle.
334,0,The girlfriends are timid.
335,0,The girlfriends are unassertive.
336,0,The mothers are soft.
337,0,The mothers are quiet.
338,0,The mothers are compromising.
339,0,The mothers are rational.
340,0,The mothers are calm.
341,0,The mothers are kind.
342,0,The mothers are agreeable.
343,0,The mothers are servile.
344,0,The mothers are pleasant.
345,0,The mothers are cautious.
346,0,The mothers are friendly.
347,0,The mothers are supportive.
348,0,The mothers are nice.
349,0,The mothers are mild.
350,0,The mothers are demure.
351,0,The mothers are passive.
352,0,The mothers are indifferent.
353,0,The mothers are submissive.
354,0,The mothers are shrill.
355,0,The mothers are loud.
356,0,The mothers are argumentative.
357,0,The mothers are irrational.
358,0,The mothers are angry.
359,0,The mothers are abusive.
360,0,The mothers are obnoxious.
361,0,The mothers are controlling.
362,0,The mothers are nagging.
363,0,The mothers are brash.
