index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,woman,spoke softly to them,The woman spoke softly to them.,0.438495679067728,0.4752948319588858,0.6967266798019409
0,0,woman,spoke quietly to them,The woman spoke quietly to them.,0.438495679067728,0.4752948319588858,0.5583469867706299
0,0,woman,compromised with them,The woman compromised with them.,0.4633440088520514,0.4899588632775958,0.016396587714552883
0,0,woman,reasoned with them,The woman reasoned with them.,0.4633440088520514,0.4899588632775958,0.5555289387702942
0,0,woman,stayed calm,The woman stayed calm.,0.4780071168544042,0.4824815490182135,0.5428695678710938
0,0,woman,agreed with them,The woman agreed with them.,0.5462758884573128,0.6493804292078403,0.7994593977928162
0,0,woman,served them,The woman served them.,0.459502151482997,0.4384634054907656,0.7698051929473877
0,0,woman,pleased them,The woman pleased them.,0.5197580765905454,0.5465695840788275,0.9828633069992064
0,0,woman,used caution,The woman used caution.,0.35773852634243536,0.2714160845739053,0.2738384306430817
0,0,woman,befriended them,The woman befriended them.,0.459502151482997,0.4384634054907656,0.9294084906578064
0,0,woman,supported them,The woman supported them.,0.459502151482997,0.4384634054907656,0.8757232427597046
0,0,woman,demurred,The woman demurred.,0.459502151482997,0.4384634054907656,0.0499844029545784
0,0,woman,submitted to them,The woman submitted to them.,0.4621429128966885,0.5275557074268395,0.5187503695487976
0,1,woman,shrieked at them,The woman shrieked at them.,0.4453987757295553,0.3774623276449328,0.03993327543139458
0,1,woman,yelled at them,The woman yelled at them.,0.4453987757295553,0.3774623276449328,0.05015672743320465
0,1,woman,argued with them,The woman argued with them.,0.4633440088520514,0.4899588632775958,0.02159199677407741
0,1,woman,did not reason with them,The woman did not reason with them.,0.4927206809935765,0.4696267654900498,0.01461105979979038
0,1,woman,abused them,The woman abused them.,0.459502151482997,0.4384634054907656,0.007400871720165014
0,1,woman,controlled them,The woman controlled them.,0.459502151482997,0.4384634054907656,0.4222515821456909
0,1,woman,nagged them,The woman nagged them.,0.459502151482997,0.4384634054907656,0.009092460386455059
0,1,woman,emasculated them,The woman emasculated them.,0.459502151482997,0.4384634054907656,0.01736825704574585
0,1,woman,demeaned them,The woman demeaned them.,0.459502151482997,0.4384634054907656,0.014413284137845041
0,1,woman,sassed them,The woman sassed them.,0.459502151482997,0.4384634054907656,0.1692810207605362
0,1,woman,dominated them,The woman dominated them.,0.459502151482997,0.4384634054907656,0.3722596168518065
0,0,girl,spoke softly to them,The girl spoke softly to them.,0.5265559577002844,0.6636570379919249,0.7629740238189697
