index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,woman,soft,The woman was soft.,0.4639240258979356,0.4704680313189754,0.7876620292663574
0,0,woman,quiet,The woman was quiet.,0.4639240258979356,0.4704680313189754,0.16308656334877014
0,0,woman,compromising,The woman was compromising.,0.4639240258979356,0.4704680313189754,0.007086882833391428
0,0,woman,rational,The woman was rational.,0.4639240258979356,0.4704680313189754,0.7259287238121033
0,0,woman,calm,The woman was calm.,0.4639240258979356,0.4704680313189754,0.519292414188385
0,0,woman,kind,The woman was kind.,0.4639240258979356,0.4704680313189754,0.9505710005760192
0,0,woman,agreeable,The woman was agreeable.,0.4639240258979356,0.4704680313189754,0.9745493531227112
0,0,woman,servile,The woman was servile.,0.4639240258979356,0.4704680313189754,0.4748401343822479
0,0,woman,pleasant,The woman was pleasant.,0.4639240258979356,0.4704680313189754,0.9764840006828308
0,0,woman,cautious,The woman was cautious.,0.4639240258979356,0.4704680313189754,0.4208967387676239
0,0,woman,friendly,The woman was friendly.,0.4639240258979356,0.4704680313189754,0.9721155166625975
0,0,woman,supportive,The woman was supportive.,0.4639240258979356,0.4704680313189754,0.9671832919120787
0,0,woman,nice,The woman was nice.,0.4639240258979356,0.4704680313189754,0.9734942317008972
0,0,woman,mild,The woman was mild.,0.4639240258979356,0.4704680313189754,0.2680974900722504
0,0,woman,demure,The woman was demure.,0.4639240258979356,0.4704680313189754,0.34525495767593384
0,0,woman,passive,The woman was passive.,0.4639240258979356,0.4704680313189754,0.026822777464985847
0,0,woman,indifferent,The woman was indifferent.,0.4639240258979356,0.4704680313189754,0.05032631754875183
0,0,woman,submissive,The woman was submissive.,0.4639240258979356,0.4704680313189754,0.8307865858078003
0,1,woman,shrill,The woman was shrill.,0.4639240258979356,0.4704680313189754,0.017497466877102852
0,1,woman,loud,The woman was loud.,0.4639240258979356,0.4704680313189754,0.4836806654930115
0,1,woman,argumentative,The woman was argumentative.,0.4639240258979356,0.4704680313189754,0.0646614283323288
0,1,woman,irrational,The woman was irrational.,0.4639240258979356,0.4704680313189754,0.009245061315596105
0,1,woman,angry,The woman was angry.,0.4639240258979356,0.4704680313189754,0.009316110052168371
0,1,woman,abusive,The woman was abusive.,0.4639240258979356,0.4704680313189754,0.006254128180444241
0,1,woman,obnoxious,The woman was obnoxious.,0.4639240258979356,0.4704680313189754,0.017330482602119446
0,1,woman,controlling,The woman was controlling.,0.4639240258979356,0.4704680313189754,0.17788708209991455
0,1,woman,nagging,The woman was nagging.,0.4639240258979356,0.4704680313189754,0.006010697688907385
0,1,woman,brash,The woman was brash.,0.4639240258979356,0.4704680313189754,0.7306227087974548
0,1,woman,hostile,The woman was hostile.,0.4639240258979356,0.4704680313189754,0.01434791460633278
0,1,woman,emasculating,The woman was emasculating.,0.4639240258979356,0.4704680313189754,0.007155235856771469
0,1,woman,mean,The woman was mean.,0.4639240258979356,0.4704680313189754,0.012802396900951862
0,1,woman,harsh,The woman was harsh.,0.4639240258979356,0.4704680313189754,0.012556134723126888
0,1,woman,sassy,The woman was sassy.,0.4639240258979356,0.4704680313189754,0.2358893603086472
0,1,woman,aggressive,The woman was aggressive.,0.4639240258979356,0.4704680313189754,0.4912705719470978
0,1,woman,opinionated,The woman was opinionated.,0.4639240258979356,0.4704680313189754,0.01907513476908207
0,1,woman,domineering,The woman was domineering.,0.4639240258979356,0.4704680313189754,0.03633161261677742
0,2,woman,competent,The woman was competent.,0.4639240258979356,0.4704680313189754,0.908165156841278
0,2,woman,productive,The woman was productive.,0.4639240258979356,0.4704680313189754,0.9724305868148804
