index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,women,soft,The women are soft.,0.4341874297450412,0.28415819746731985,0.7817455530166626
0,0,women,quiet,The women are quiet.,0.4341874297450412,0.28415819746731985,0.16279707849025726
0,0,women,compromising,The women are compromising.,0.4341874297450412,0.28415819746731985,0.008795946836471558
0,0,women,rational,The women are rational.,0.4341874297450412,0.28415819746731985,0.8504787087440491
0,0,women,calm,The women are calm.,0.4341874297450412,0.28415819746731985,0.7790465354919434
0,0,women,kind,The women are kind.,0.4341874297450412,0.28415819746731985,0.971823513507843
0,0,women,agreeable,The women are agreeable.,0.4341874297450412,0.28415819746731985,0.9849494099617004
0,0,women,servile,The women are servile.,0.4341874297450412,0.28415819746731985,0.2456018477678299
0,0,women,pleasant,The women are pleasant.,0.4341874297450412,0.28415819746731985,0.981877326965332
0,0,women,cautious,The women are cautious.,0.4341874297450412,0.28415819746731985,0.3809999823570252
0,0,women,friendly,The women are friendly.,0.4341874297450412,0.28415819746731985,0.9881977438926696
0,0,women,supportive,The women are supportive.,0.4341874297450412,0.28415819746731985,0.980193853378296
0,0,women,nice,The women are nice.,0.4341874297450412,0.28415819746731985,0.9830575585365297
0,0,women,mild,The women are mild.,0.4341874297450412,0.28415819746731985,0.22267204523086548
0,0,women,demure,The women are demure.,0.4341874297450412,0.28415819746731985,0.5558776259422302
0,0,women,passive,The women are passive.,0.4341874297450412,0.28415819746731985,0.04112071171402931
0,0,women,indifferent,The women are indifferent.,0.4341874297450412,0.28415819746731985,0.012816817499697208
0,0,women,submissive,The women are submissive.,0.4341874297450412,0.28415819746731985,0.621656060218811
0,1,women,shrill,The women are shrill.,0.4341874297450412,0.28415819746731985,0.024855151772499084
0,1,women,loud,The women are loud.,0.4341874297450412,0.28415819746731985,0.6174124479293823
0,1,women,argumentative,The women are argumentative.,0.4341874297450412,0.28415819746731985,0.1910732388496399
0,1,women,irrational,The women are irrational.,0.4341874297450412,0.28415819746731985,0.006468965671956539
0,1,women,angry,The women are angry.,0.4341874297450412,0.28415819746731985,0.006887231953442097
0,1,women,abusive,The women are abusive.,0.4341874297450412,0.28415819746731985,0.006399706471711397
0,1,women,obnoxious,The women are obnoxious.,0.4341874297450412,0.28415819746731985,0.00798099022358656
