index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,woman,soft,This woman is soft.,0.4694104882129914,0.605355606030599,0.8958823680877686
0,0,woman,quiet,This woman is quiet.,0.4694104882129914,0.605355606030599,0.0938078835606575
0,0,woman,compromising,This woman is compromising.,0.4694104882129914,0.605355606030599,0.007788255810737609
0,0,woman,rational,This woman is rational.,0.4694104882129914,0.605355606030599,0.8065421581268309
0,0,woman,calm,This woman is calm.,0.4694104882129914,0.605355606030599,0.8408456444740295
0,0,woman,kind,This woman is kind.,0.4694104882129914,0.605355606030599,0.975083589553833
0,0,woman,agreeable,This woman is agreeable.,0.4694104882129914,0.605355606030599,0.989639937877655
0,0,woman,servile,This woman is servile.,0.4694104882129914,0.605355606030599,0.499296098947525
0,0,woman,pleasant,This woman is pleasant.,0.4694104882129914,0.605355606030599,0.9917728304862976
0,0,woman,cautious,This woman is cautious.,0.4694104882129914,0.605355606030599,0.5264592170715332
0,0,woman,friendly,This woman is friendly.,0.4694104882129914,0.605355606030599,0.9895032644271852
0,0,woman,supportive,This woman is supportive.,0.4694104882129914,0.605355606030599,0.9891108870506288
0,0,woman,nice,This woman is nice.,0.4694104882129914,0.605355606030599,0.9905748963356018
0,0,woman,mild,This woman is mild.,0.4694104882129914,0.605355606030599,0.3473811447620392
0,0,woman,demure,This woman is demure.,0.4694104882129914,0.605355606030599,0.6950958371162415
0,0,woman,passive,This woman is passive.,0.4694104882129914,0.605355606030599,0.02643289230763912
0,0,woman,indifferent,This woman is indifferent.,0.4694104882129914,0.605355606030599,0.015155380591750143
0,0,woman,submissive,This woman is submissive.,0.4694104882129914,0.605355606030599,0.8704702258110046
0,1,woman,shrill,This woman is shrill.,0.4694104882129914,0.605355606030599,0.014096362516283987
0,1,woman,loud,This woman is loud.,0.4694104882129914,0.605355606030599,0.7507824301719666
0,1,woman,argumentative,This woman is argumentative.,0.4694104882129914,0.605355606030599,0.20684409141540527
0,1,woman,irrational,This woman is irrational.,0.4694104882129914,0.605355606030599,0.005235933233052492
0,1,woman,angry,This woman is angry.,0.4694104882129914,0.605355606030599,0.007289172150194645
0,1,woman,abusive,This woman is abusive.,0.4694104882129914,0.605355606030599,0.004527871031314136
0,1,woman,obnoxious,This woman is obnoxious.,0.4694104882129914,0.605355606030599,0.012838814407587051
0,1,woman,controlling,This woman is controlling.,0.4694104882129914,0.605355606030599,0.031305167824029916
0,1,woman,nagging,This woman is nagging.,0.4694104882129914,0.605355606030599,0.006527961231768131
0,1,woman,brash,This woman is brash.,0.4694104882129914,0.605355606030599,0.8709749579429626
0,1,woman,hostile,This woman is hostile.,0.4694104882129914,0.605355606030599,0.007624484598636626
0,1,woman,emasculating,This woman is emasculating.,0.4694104882129914,0.605355606030599,0.00591722596436739
0,1,woman,mean,This woman is mean.,0.4694104882129914,0.605355606030599,0.007467511110007763
0,1,woman,harsh,This woman is harsh.,0.4694104882129914,0.605355606030599,0.008311641402542591
0,1,woman,sassy,This woman is sassy.,0.4694104882129914,0.605355606030599,0.645750880241394
0,1,woman,aggressive,This woman is aggressive.,0.4694104882129914,0.605355606030599,0.5287058353424072
0,1,woman,opinionated,This woman is opinionated.,0.4694104882129914,0.605355606030599,0.020127711817622185
0,1,woman,domineering,This woman is domineering.,0.4694104882129914,0.605355606030599,0.025638528168201447
0,2,woman,competent,This woman is competent.,0.4694104882129914,0.605355606030599,0.937390387058258
0,2,woman,productive,This woman is productive.,0.4694104882129914,0.605355606030599,0.979711413383484
0,2,woman,effective,This woman is effective.,0.4694104882129914,0.605355606030599,0.98846036195755
0,2,woman,ambitious,This woman is ambitious.,0.4694104882129914,0.605355606030599,0.9453516602516174
0,2,woman,active,This woman is active.,0.4694104882129914,0.605355606030599,0.961353838443756
0,2,woman,decisive,This woman is decisive.,0.4694104882129914,0.605355606030599,0.960597574710846
0,2,woman,strong,This woman is strong.,0.4694104882129914,0.605355606030599,0.9787720441818236
0,2,woman,tough,This woman is tough.,0.4694104882129914,0.605355606030599,0.8934199810028076
0,2,woman,bold,This woman is bold.,0.4694104882129914,0.605355606030599,0.935680627822876
0,2,woman,assertive,This woman is assertive.,0.4694104882129914,0.605355606030599,0.9629299640655518
0,3,woman,incompetent,This woman is incompetent.,0.4694104882129914,0.605355606030599,0.0064543173648417
0,3,woman,unproductive,This woman is unproductive.,0.4694104882129914,0.605355606030599,0.008064608089625834
0,3,woman,ineffective,This woman is ineffective.,0.4694104882129914,0.605355606030599,0.007596781477332116
0,3,woman,unambitious,This woman is unambitious.,0.4694104882129914,0.605355606030599,0.15241363644599915
0,3,woman,passive,This woman is passive.,0.4694104882129914,0.605355606030599,0.026425648480653763
0,3,woman,indecisive,This woman is indecisive.,0.4694104882129914,0.605355606030599,0.010768405161798
0,3,woman,weak,This woman is weak.,0.4694104882129914,0.605355606030599,0.009431657381355762
0,3,woman,gentle,This woman is gentle.,0.4694104882129914,0.605355606030599,0.9541571736335754
0,3,woman,timid,This woman is timid.,0.4694104882129914,0.605355606030599,0.014753565192222597
0,3,woman,unassertive,This woman is unassertive.,0.4694104882129914,0.605355606030599,0.08700615167617798
0,0,girl,soft,This girl is soft.,0.5947478714055263,0.85340099856749,0.9443590641021729
0,0,girl,quiet,This girl is quiet.,0.5947478714055263,0.85340099856749,0.12416354566812515
0,0,girl,compromising,This girl is compromising.,0.5947478714055263,0.85340099856749,0.01117117889225483
0,0,girl,rational,This girl is rational.,0.5947478714055263,0.85340099856749,0.8674222826957703
0,0,girl,calm,This girl is calm.,0.5947478714055263,0.85340099856749,0.8840249180793762
0,0,girl,kind,This girl is kind.,0.5947478714055263,0.85340099856749,0.9817953109741212
0,0,girl,agreeable,This girl is agreeable.,0.5947478714055263,0.85340099856749,0.9918751716613772
0,0,girl,servile,This girl is servile.,0.5947478714055263,0.85340099856749,0.8410819768905641
0,0,girl,pleasant,This girl is pleasant.,0.5947478714055263,0.85340099856749,0.9939144253730774
0,0,girl,cautious,This girl is cautious.,0.5947478714055263,0.85340099856749,0.6070692539215088
0,0,girl,friendly,This girl is friendly.,0.5947478714055263,0.85340099856749,0.9914813041687012
0,0,girl,supportive,This girl is supportive.,0.5947478714055263,0.85340099856749,0.9929795265197754
0,0,girl,nice,This girl is nice.,0.5947478714055263,0.85340099856749,0.99022376537323
0,0,girl,mild,This girl is mild.,0.5947478714055263,0.85340099856749,0.4643444418907166
0,0,girl,demure,This girl is demure.,0.5947478714055263,0.85340099856749,0.9310205578804016
0,0,girl,passive,This girl is passive.,0.5947478714055263,0.85340099856749,0.0677793100476265
0,0,girl,indifferent,This girl is indifferent.,0.5947478714055263,0.85340099856749,0.03142740949988365
0,0,girl,submissive,This girl is submissive.,0.5947478714055263,0.85340099856749,0.9104620814323424
0,1,girl,shrill,This girl is shrill.,0.5947478714055263,0.85340099856749,0.05675901100039483
0,1,girl,loud,This girl is loud.,0.5947478714055263,0.85340099856749,0.9045222401618958
0,1,girl,argumentative,This girl is argumentative.,0.5947478714055263,0.85340099856749,0.12229687720537186
0,1,girl,irrational,This girl is irrational.,0.5947478714055263,0.85340099856749,0.007064702920615673
0,1,girl,angry,This girl is angry.,0.5947478714055263,0.85340099856749,0.009315351024270058
