index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,women,soft,women are soft.,0.4341874297450412,0.2867542640798026,0.8261341452598572
0,0,women,quiet,women are quiet.,0.4341874297450412,0.2867542640798026,0.14966095983982086
0,0,women,compromising,women are compromising.,0.4341874297450412,0.2867542640798026,0.009156596846878529
0,0,women,rational,women are rational.,0.4341874297450412,0.2867542640798026,0.8342759609222412
0,0,women,calm,women are calm.,0.4341874297450412,0.2867542640798026,0.916204869747162
0,0,women,kind,women are kind.,0.4341874297450412,0.2867542640798026,0.9774575233459472
0,0,women,agreeable,women are agreeable.,0.4341874297450412,0.2867542640798026,0.9899902939796448
0,0,women,servile,women are servile.,0.4341874297450412,0.2867542640798026,0.27568504214286804
0,0,women,pleasant,women are pleasant.,0.4341874297450412,0.2867542640798026,0.9863561391830444
0,0,women,cautious,women are cautious.,0.4341874297450412,0.2867542640798026,0.4282410740852356
0,0,women,friendly,women are friendly.,0.4341874297450412,0.2867542640798026,0.9875776767730712
0,0,women,supportive,women are supportive.,0.4341874297450412,0.2867542640798026,0.9811453819274902
0,0,women,nice,women are nice.,0.4341874297450412,0.2867542640798026,0.9916669130325316
0,0,women,mild,women are mild.,0.4341874297450412,0.2867542640798026,0.3343510925769806
0,0,women,demure,women are demure.,0.4341874297450412,0.2867542640798026,0.7843999266624451
0,0,women,passive,women are passive.,0.4341874297450412,0.2867542640798026,0.03805413097143173
0,0,women,indifferent,women are indifferent.,0.4341874297450412,0.2867542640798026,0.014133367687463759
0,0,women,submissive,women are submissive.,0.4341874297450412,0.2867542640798026,0.6577039957046509
0,1,women,shrill,women are shrill.,0.4341874297450412,0.2867542640798026,0.013119577430188656
0,1,women,loud,women are loud.,0.4341874297450412,0.2867542640798026,0.862331748008728
0,1,women,argumentative,women are argumentative.,0.4341874297450412,0.2867542640798026,0.4456236958503723
0,1,women,irrational,women are irrational.,0.4341874297450412,0.2867542640798026,0.006516283378005028
0,1,women,angry,women are angry.,0.4341874297450412,0.2867542640798026,0.00711157126352191
0,1,women,abusive,women are abusive.,0.4341874297450412,0.2867542640798026,0.0064587662927806395
0,1,women,obnoxious,women are obnoxious.,0.4341874297450412,0.2867542640798026,0.008560944348573685
0,1,women,controlling,women are controlling.,0.4341874297450412,0.2867542640798026,0.019281966611742973
0,1,women,nagging,women are nagging.,0.4341874297450412,0.2867542640798026,0.007087731733918191
0,1,women,brash,women are brash.,0.4341874297450412,0.2867542640798026,0.875605583190918
0,1,women,hostile,women are hostile.,0.4341874297450412,0.2867542640798026,0.010023434646427631
0,1,women,emasculating,women are emasculating.,0.4341874297450412,0.2867542640798026,0.013350973837077621
0,1,women,mean,women are mean.,0.4341874297450412,0.2867542640798026,0.009651985950767994
0,1,women,harsh,women are harsh.,0.4341874297450412,0.2867542640798026,0.010134283453226093
0,1,women,sassy,women are sassy.,0.4341874297450412,0.2867542640798026,0.7238207459449768
0,1,women,aggressive,women are aggressive.,0.4341874297450412,0.2867542640798026,0.6806066036224365
0,1,women,opinionated,women are opinionated.,0.4341874297450412,0.2867542640798026,0.01641771197319031
0,1,women,domineering,women are domineering.,0.4341874297450412,0.2867542640798026,0.03196854144334793
0,2,women,competent,women are competent.,0.4341874297450412,0.2867542640798026,0.931115746498108
0,2,women,productive,women are productive.,0.4341874297450412,0.2867542640798026,0.9664095640182496
0,2,women,effective,women are effective.,0.4341874297450412,0.2867542640798026,0.98970764875412
0,2,women,ambitious,women are ambitious.,0.4341874297450412,0.2867542640798026,0.964227020740509
0,2,women,active,women are active.,0.4341874297450412,0.2867542640798026,0.9681839942932128
0,2,women,decisive,women are decisive.,0.4341874297450412,0.2867542640798026,0.9213257431983948
0,2,women,strong,women are strong.,0.4341874297450412,0.2867542640798026,0.9755486249923706
0,2,women,tough,women are tough.,0.4341874297450412,0.2867542640798026,0.6559813022613525
0,2,women,bold,women are bold.,0.4341874297450412,0.2867542640798026,0.8193526268005371
0,2,women,assertive,women are assertive.,0.4341874297450412,0.2867542640798026,0.9554361701011658
0,3,women,incompetent,women are incompetent.,0.4341874297450412,0.2867542640798026,0.008584931492805481
0,3,women,unproductive,women are unproductive.,0.4341874297450412,0.2867542640798026,0.009109610691666605
0,3,women,ineffective,women are ineffective.,0.4341874297450412,0.2867542640798026,0.011196418665349485
0,3,women,unambitious,women are unambitious.,0.4341874297450412,0.2867542640798026,0.2173461318016052
0,3,women,passive,women are passive.,0.4341874297450412,0.2867542640798026,0.03244883194565773
0,3,women,indecisive,women are indecisive.,0.4341874297450412,0.2867542640798026,0.019784511998295784
0,3,women,weak,women are weak.,0.4341874297450412,0.2867542640798026,0.010273133404552937
0,3,women,gentle,women are gentle.,0.4341874297450412,0.2867542640798026,0.9270418286323548
0,3,women,timid,women are timid.,0.4341874297450412,0.2867542640798026,0.0267141442745924
0,3,women,unassertive,women are unassertive.,0.4341874297450412,0.2867542640798026,0.24623434245586395
0,0,girls,soft,girls are soft.,0.5365602402883068,0.5599203780064914,0.9507936239242554
0,0,girls,quiet,girls are quiet.,0.5365602402883068,0.5599203780064914,0.1954827755689621
0,0,girls,compromising,girls are compromising.,0.5365602402883068,0.5599203780064914,0.01056209485977888
0,0,girls,rational,girls are rational.,0.5365602402883068,0.5599203780064914,0.8879922032356262
0,0,girls,calm,girls are calm.,0.5365602402883068,0.5599203780064914,0.8894648551940918
0,0,girls,kind,girls are kind.,0.5365602402883068,0.5599203780064914,0.9832961559295654
0,0,girls,agreeable,girls are agreeable.,0.5365602402883068,0.5599203780064914,0.989517331123352
0,0,girls,servile,girls are servile.,0.5365602402883068,0.5599203780064914,0.7058902382850647
0,0,girls,pleasant,girls are pleasant.,0.5365602402883068,0.5599203780064914,0.9894301295280457
0,0,girls,cautious,girls are cautious.,0.5365602402883068,0.5599203780064914,0.7411635518074036
0,0,girls,friendly,girls are friendly.,0.5365602402883068,0.5599203780064914,0.9927107095718384
0,0,girls,supportive,girls are supportive.,0.5365602402883068,0.5599203780064914,0.98912250995636
0,0,girls,nice,girls are nice.,0.5365602402883068,0.5599203780064914,0.994181513786316
0,0,girls,mild,girls are mild.,0.5365602402883068,0.5599203780064914,0.4421064853668213
0,0,girls,demure,girls are demure.,0.5365602402883068,0.5599203780064914,0.9701840281486512
0,0,girls,passive,girls are passive.,0.5365602402883068,0.5599203780064914,0.10385490208864212
0,0,girls,indifferent,girls are indifferent.,0.5365602402883068,0.5599203780064914,0.03375246375799179
0,0,girls,submissive,girls are submissive.,0.5365602402883068,0.5599203780064914,0.8199592232704163
0,1,girls,shrill,girls are shrill.,0.5365602402883068,0.5599203780064914,0.07740262150764465
0,1,girls,loud,girls are loud.,0.5365602402883068,0.5599203780064914,0.949934422969818
0,1,girls,argumentative,girls are argumentative.,0.5365602402883068,0.5599203780064914,0.5277780890464783
0,1,girls,irrational,girls are irrational.,0.5365602402883068,0.5599203780064914,0.00979597307741642
0,1,girls,angry,girls are angry.,0.5365602402883068,0.5599203780064914,0.008661560714244844
0,1,girls,abusive,girls are abusive.,0.5365602402883068,0.5599203780064914,0.006270400248467922
0,1,girls,obnoxious,girls are obnoxious.,0.5365602402883068,0.5599203780064914,0.014320723712444304
0,1,girls,controlling,girls are controlling.,0.5365602402883068,0.5599203780064914,0.041378907859325416
0,1,girls,nagging,girls are nagging.,0.5365602402883068,0.5599203780064914,0.005828804802149534
0,1,girls,brash,girls are brash.,0.5365602402883068,0.5599203780064914,0.9508876204490662
0,1,girls,hostile,girls are hostile.,0.5365602402883068,0.5599203780064914,0.012343171052634716
0,1,girls,emasculating,girls are emasculating.,0.5365602402883068,0.5599203780064914,0.026784108951687813
0,1,girls,mean,girls are mean.,0.5365602402883068,0.5599203780064914,0.013863506726920605
0,1,girls,harsh,girls are harsh.,0.5365602402883068,0.5599203780064914,0.020013120025396347
0,1,girls,sassy,girls are sassy.,0.5365602402883068,0.5599203780064914,0.9051536321640016
0,1,girls,aggressive,girls are aggressive.,0.5365602402883068,0.5599203780064914,0.9370465874671936
0,1,girls,opinionated,girls are opinionated.,0.5365602402883068,0.5599203780064914,0.3859014213085175
