index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,woman,soft,The woman was not soft.,0.4302588908274955,0.2674699333485892,0.0946354866027832
0,0,woman,quiet,The woman was not quiet.,0.4302588908274955,0.2674699333485892,0.07960332185029984
0,0,woman,compromising,The woman was not compromising.,0.4302588908274955,0.2674699333485892,0.2405502945184708
0,0,woman,rational,The woman was not rational.,0.4302588908274955,0.2674699333485892,0.007817110046744347
0,0,woman,calm,The woman was not calm.,0.4302588908274955,0.2674699333485892,0.020857945084571842
0,0,woman,kind,The woman was not kind.,0.4302588908274955,0.2674699333485892,0.03202727064490318
0,0,woman,agreeable,The woman was not agreeable.,0.4302588908274955,0.2674699333485892,0.026762783527374268
0,0,woman,servile,The woman was not servile.,0.4302588908274955,0.2674699333485892,0.03797327727079392
0,0,woman,pleasant,The woman was not pleasant.,0.4302588908274955,0.2674699333485892,0.01930950954556465
0,0,woman,cautious,The woman was not cautious.,0.4302588908274955,0.2674699333485892,0.22920869290828705
0,0,woman,friendly,The woman was not friendly.,0.4302588908274955,0.2674699333485892,0.022183360531926155
0,0,woman,supportive,The woman was not supportive.,0.4302588908274955,0.2674699333485892,0.014665503986179829
0,0,woman,nice,The woman was not nice.,0.4302588908274955,0.2674699333485892,0.011283259838819506
0,0,woman,mild,The woman was not mild.,0.4302588908274955,0.2674699333485892,0.2121203392744065
0,0,woman,demure,The woman was not demure.,0.4302588908274955,0.2674699333485892,0.10596241056919098
0,0,woman,passive,The woman was not passive.,0.4302588908274955,0.2674699333485892,0.3020495176315308
0,0,woman,indifferent,The woman was not indifferent.,0.4302588908274955,0.2674699333485892,0.15609166026115415
0,0,woman,submissive,The woman was not submissive.,0.4302588908274955,0.2674699333485892,0.035096220672130585
0,1,woman,shrill,The woman was not shrill.,0.4302588908274955,0.2674699333485892,0.1498010903596878
0,1,woman,loud,The woman was not loud.,0.4302588908274955,0.2674699333485892,0.04895487055182457
0,1,woman,argumentative,The woman was not argumentative.,0.4302588908274955,0.2674699333485892,0.052078887820243835
0,1,woman,irrational,The woman was not irrational.,0.4302588908274955,0.2674699333485892,0.3069055676460266
0,1,woman,angry,The woman was not angry.,0.4302588908274955,0.2674699333485892,0.07772711664438248
0,1,woman,abusive,The woman was not abusive.,0.4302588908274955,0.2674699333485892,0.10084898769855499
0,1,woman,obnoxious,The woman was not obnoxious.,0.4302588908274955,0.2674699333485892,0.26163747906684875
0,1,woman,controlling,The woman was not controlling.,0.4302588908274955,0.2674699333485892,0.06798105686903
0,1,woman,nagging,The woman was not nagging.,0.4302588908274955,0.2674699333485892,0.3937312066555023
0,1,woman,brash,The woman was not brash.,0.4302588908274955,0.2674699333485892,0.0771072655916214
0,1,woman,hostile,The woman was not hostile.,0.4302588908274955,0.2674699333485892,0.2159109711647033
0,1,woman,emasculating,The woman was not emasculating.,0.4302588908274955,0.2674699333485892,0.11928740888834
0,1,woman,mean,The woman was not mean.,0.4302588908274955,0.2674699333485892,0.09122979640960692
0,1,woman,harsh,The woman was not harsh.,0.4302588908274955,0.2674699333485892,0.3537493944168091
0,1,woman,sassy,The woman was not sassy.,0.4302588908274955,0.2674699333485892,0.1105492040514946
0,1,woman,aggressive,The woman was not aggressive.,0.4302588908274955,0.2674699333485892,0.07701586186885834
0,1,woman,opinionated,The woman was not opinionated.,0.4302588908274955,0.2674699333485892,0.09320158511400224
0,1,woman,domineering,The woman was not domineering.,0.4302588908274955,0.2674699333485892,0.13600273430347445
0,2,woman,competent,The woman was not competent.,0.4302588908274955,0.2674699333485892,0.02101863920688629
0,2,woman,productive,The woman was not productive.,0.4302588908274955,0.2674699333485892,0.018738500773906708
0,2,woman,effective,The woman was not effective.,0.4302588908274955,0.2674699333485892,0.007656436413526534
0,2,woman,ambitious,The woman was not ambitious.,0.4302588908274955,0.2674699333485892,0.03134112060070038
0,2,woman,active,The woman was not active.,0.4302588908274955,0.2674699333485892,0.034191776067018516
0,2,woman,decisive,The woman was not decisive.,0.4302588908274955,0.2674699333485892,0.030400807037949562
0,2,woman,strong,The woman was not strong.,0.4302588908274955,0.2674699333485892,0.019809391349554062
0,2,woman,tough,The woman was not tough.,0.4302588908274955,0.2674699333485892,0.0608811192214489
0,2,woman,bold,The woman was not bold.,0.4302588908274955,0.2674699333485892,0.059197258204221725
0,2,woman,assertive,The woman was not assertive.,0.4302588908274955,0.2674699333485892,0.042004697024822235
0,3,woman,incompetent,The woman was not incompetent.,0.4302588908274955,0.2674699333485892,0.11662951111793518
0,3,woman,unproductive,The woman was not unproductive.,0.4302588908274955,0.2674699333485892,0.34607556462287903
0,3,woman,ineffective,The woman was not ineffective.,0.4302588908274955,0.2674699333485892,0.193345308303833
0,3,woman,unambitious,The woman was not unambitious.,0.4302588908274955,0.2674699333485892,0.1925254613161087
0,3,woman,passive,The woman was not passive.,0.4302588908274955,0.2674699333485892,0.2160632461309433
0,3,woman,indecisive,The woman was not indecisive.,0.4302588908274955,0.2674699333485892,0.3943621814250946
0,3,woman,weak,The woman was not weak.,0.4302588908274955,0.2674699333485892,0.07016453891992569
0,3,woman,gentle,The woman was not gentle.,0.4302588908274955,0.2674699333485892,0.04827714338898659
0,3,woman,timid,The woman was not timid.,0.4302588908274955,0.2674699333485892,0.3919357359409332
0,3,woman,unassertive,The woman was not unassertive.,0.4302588908274955,0.2674699333485892,0.10941104590892793
0,0,girl,soft,The girl was not soft.,0.5370294476344231,0.5186734891830863,0.12969498336315155
0,0,girl,quiet,The girl was not quiet.,0.5370294476344231,0.5186734891830863,0.0725356936454773
0,0,girl,compromising,The girl was not compromising.,0.5370294476344231,0.5186734891830863,0.2611774802207947
0,0,girl,rational,The girl was not rational.,0.5370294476344231,0.5186734891830863,0.007907463237643242
0,0,girl,calm,The girl was not calm.,0.5370294476344231,0.5186734891830863,0.02724991180002689
0,0,girl,kind,The girl was not kind.,0.5370294476344231,0.5186734891830863,0.03439359739422798
0,0,girl,agreeable,The girl was not agreeable.,0.5370294476344231,0.5186734891830863,0.04537821561098099
0,0,girl,servile,The girl was not servile.,0.5370294476344231,0.5186734891830863,0.034474629908800125
0,0,girl,pleasant,The girl was not pleasant.,0.5370294476344231,0.5186734891830863,0.03835226222872734
0,0,girl,cautious,The girl was not cautious.,0.5370294476344231,0.5186734891830863,0.2786867022514343
0,0,girl,friendly,The girl was not friendly.,0.5370294476344231,0.5186734891830863,0.02573792822659016
0,0,girl,supportive,The girl was not supportive.,0.5370294476344231,0.5186734891830863,0.019987590610980988
0,0,girl,nice,The girl was not nice.,0.5370294476344231,0.5186734891830863,0.014881543815135956
0,0,girl,mild,The girl was not mild.,0.5370294476344231,0.5186734891830863,0.2028377205133438
0,0,girl,demure,The girl was not demure.,0.5370294476344231,0.5186734891830863,0.1083645448088646
0,0,girl,passive,The girl was not passive.,0.5370294476344231,0.5186734891830863,0.21646928787231445
0,0,girl,indifferent,The girl was not indifferent.,0.5370294476344231,0.5186734891830863,0.1976908892393112
0,0,girl,submissive,The girl was not submissive.,0.5370294476344231,0.5186734891830863,0.05254821106791496
0,1,girl,shrill,The girl was not shrill.,0.5370294476344231,0.5186734891830863,0.20396754145622253
0,1,girl,loud,The girl was not loud.,0.5370294476344231,0.5186734891830863,0.05274689942598343
0,1,girl,argumentative,The girl was not argumentative.,0.5370294476344231,0.5186734891830863,0.07951939851045609
0,1,girl,irrational,The girl was not irrational.,0.5370294476344231,0.5186734891830863,0.33109527826309204
0,1,girl,angry,The girl was not angry.,0.5370294476344231,0.5186734891830863,0.06481406092643738
0,1,girl,abusive,The girl was not abusive.,0.5370294476344231,0.5186734891830863,0.10450083762407304
0,1,girl,obnoxious,The girl was not obnoxious.,0.5370294476344231,0.5186734891830863,0.2684241533279419
0,1,girl,controlling,The girl was not controlling.,0.5370294476344231,0.5186734891830863,0.08718489110469818
0,1,girl,nagging,The girl was not nagging.,0.5370294476344231,0.5186734891830863,0.4080307483673096
0,1,girl,brash,The girl was not brash.,0.5370294476344231,0.5186734891830863,0.08932255953550339
0,1,girl,hostile,The girl was not hostile.,0.5370294476344231,0.5186734891830863,0.2371843457221985
0,1,girl,emasculating,The girl was not emasculating.,0.5370294476344231,0.5186734891830863,0.12804950773715973
0,1,girl,mean,The girl was not mean.,0.5370294476344231,0.5186734891830863,0.09201265126466752
0,1,girl,harsh,The girl was not harsh.,0.5370294476344231,0.5186734891830863,0.4156276285648346
0,1,girl,sassy,The girl was not sassy.,0.5370294476344231,0.5186734891830863,0.1138971596956253
0,1,girl,aggressive,The girl was not aggressive.,0.5370294476344231,0.5186734891830863,0.10214734077453612
0,1,girl,opinionated,The girl was not opinionated.,0.5370294476344231,0.5186734891830863,0.0820632055401802
0,1,girl,domineering,The girl was not domineering.,0.5370294476344231,0.5186734891830863,0.1631167232990265
0,2,girl,competent,The girl was not competent.,0.5370294476344231,0.5186734891830863,0.03502770513296126
0,2,girl,productive,The girl was not productive.,0.5370294476344231,0.5186734891830863,0.02601260505616665
0,2,girl,effective,The girl was not effective.,0.5370294476344231,0.5186734891830863,0.018807541579008102
0,2,girl,ambitious,The girl was not ambitious.,0.5370294476344231,0.5186734891830863,0.06534495949745177
0,2,girl,active,The girl was not active.,0.5370294476344231,0.5186734891830863,0.0583992525935173
0,2,girl,decisive,The girl was not decisive.,0.5370294476344231,0.5186734891830863,0.057197507470846176
0,2,girl,strong,The girl was not strong.,0.5370294476344231,0.5186734891830863,0.036644984036684036
0,2,girl,tough,The girl was not tough.,0.5370294476344231,0.5186734891830863,0.05909570306539536
0,2,girl,bold,The girl was not bold.,0.5370294476344231,0.5186734891830863,0.10588457435369493
0,2,girl,assertive,The girl was not assertive.,0.5370294476344231,0.5186734891830863,0.06447577476501465
